@relation EECBDataNoFillerFeaturesMeanAvgd-weka.filters.unsupervised.attribute.Remove-R2-16

@attribute F0 numeric
@attribute Label {POS,NEG}

@data
0.422421,NEG
0.187853,NEG
0.225838,NEG
-0.16001,NEG
0.381197,NEG
0.027766,NEG
0.420778,NEG
0.022989,NEG
0.243143,NEG
0.283176,NEG
0.390877,NEG
0.281734,NEG
0.277662,NEG
0.101304,NEG
0.017677,NEG
-0.196623,NEG
0.052733,NEG
0.061637,NEG
0.196608,NEG
0.46514,NEG
0.137206,NEG
0.072685,NEG
0.45295,NEG
-0.000083,NEG
0.16471,NEG
0.265563,NEG
0.159369,NEG
0.200077,NEG
0.344527,NEG
0.303433,NEG
0.378269,NEG
-0.069406,NEG
0.118724,NEG
0.001485,NEG
0.210659,NEG
-0.005651,NEG
0.080007,NEG
0.447029,NEG
0.270015,NEG
-0.070591,NEG
0.120853,NEG
0.547599,NEG
0.357715,NEG
0.177286,NEG
0.249581,NEG
0.466776,NEG
-0.019335,NEG
0.12308,NEG
0.186299,NEG
0.135766,NEG
0.221438,NEG
0.024253,NEG
0.133967,NEG
-0.207023,NEG
0.141742,NEG
0.299796,NEG
0.43159,NEG
0.547135,NEG
0.252205,NEG
0.381197,NEG
0.362873,NEG
0.423369,NEG
0.174069,NEG
0.310711,NEG
0.255915,NEG
-0.00623,NEG
0.145969,NEG
0.411379,NEG
0.288551,NEG
0.175775,NEG
0.260815,NEG
-0.033445,NEG
0.334405,NEG
0.336491,NEG
0.442142,NEG
0.08746,NEG
0.218938,NEG
0.152421,NEG
0.688583,NEG
-0.008793,NEG
0.315488,NEG
0.149964,NEG
0.2793,NEG
-0.001277,NEG
0.181253,NEG
0.276979,NEG
0.199304,NEG
0.366659,NEG
0.304807,NEG
0.491199,NEG
-0.043661,NEG
0.19054,NEG
0.491185,NEG
0.483846,NEG
0.11411,NEG
0.32149,NEG
-0.077292,NEG
0.325408,NEG
0.08838,NEG
0.607902,NEG
-0.130377,NEG
0.383912,NEG
0.021177,NEG
0.088546,NEG
0.06083,NEG
-0.194279,NEG
0.221073,NEG
0.274538,NEG
0.471002,NEG
0.186958,NEG
0.084852,NEG
0.051374,NEG
-0.042086,NEG
0.037151,NEG
0.098238,NEG
0.104637,NEG
-0.19346,NEG
-0.069362,NEG
0.477912,NEG
0.296926,NEG
0.048776,NEG
0.048058,NEG
1,NEG
0.561817,NEG
0.366582,NEG
0.177286,NEG
0.166045,NEG
0.285189,NEG
0.351092,NEG
0.005162,NEG
0.241617,NEG
0.116563,NEG
0.427175,NEG
-0.022694,NEG
0.519279,NEG
0.287417,NEG
0.14565,NEG
0.092812,NEG
0.147724,NEG
0.202038,NEG
0.197142,NEG
0.052256,NEG
0.330454,NEG
0.112965,NEG
0.026445,NEG
0.320926,NEG
0.041272,NEG
0.242561,NEG
0.322226,NEG
0.423913,NEG
0.080748,NEG
-0.143336,NEG
0.141266,NEG
0.436396,NEG
0.351545,NEG
0.174943,NEG
0.229611,NEG
0.444569,NEG
0.387647,NEG
0.240108,NEG
0.157677,NEG
0.290745,NEG
0.067813,NEG
0.124667,NEG
0.453891,NEG
0.276882,NEG
0.167041,NEG
-0.121744,NEG
0.344037,NEG
0.147877,NEG
0.391899,NEG
0.098009,NEG
0.318216,NEG
0.104637,NEG
0.395239,NEG
0.01514,NEG
0.483711,NEG
0.051992,NEG
0.469516,NEG
0.344564,NEG
0.155265,NEG
0.517105,NEG
0.286805,NEG
0.176648,NEG
0.045356,NEG
0.519279,NEG
0.029065,NEG
0.406664,NEG
0.313928,NEG
-0.136101,NEG
0.485982,NEG
0.200723,NEG
0.242905,NEG
-0.054588,NEG
0.314056,NEG
-0.082038,NEG
-0.012144,NEG
0.098089,NEG
0.413282,NEG
0.411379,NEG
0.198331,NEG
0.073017,NEG
0.067654,NEG
0.10127,NEG
0.106018,NEG
0.396477,NEG
0.060055,NEG
0.001485,NEG
0.040163,NEG
0.492251,NEG
0.270611,NEG
0.100526,NEG
0.447029,NEG
0.052352,NEG
0.357715,NEG
0.132287,NEG
0.202249,NEG
0.297973,NEG
0.0775,NEG
0.020668,NEG
0.26827,NEG
0.231077,NEG
0.290697,NEG
0.142653,NEG
0.198498,NEG
0.099486,NEG
0.201748,NEG
0.275863,NEG
0.127317,NEG
0.222005,NEG
-0.021102,NEG
0.284767,NEG
-0.027291,NEG
0.171325,NEG
-0.192515,NEG
0.13365,NEG
0.303732,NEG
-0.001277,NEG
0.259303,NEG
0.176648,NEG
-0.051976,NEG
-0.017052,NEG
0.183232,NEG
-0.050829,NEG
0.292163,NEG
0.268069,NEG
0.259575,NEG
0.035441,NEG
0.383417,NEG
0.067831,NEG
-0.183769,NEG
0.116578,NEG
0.074965,NEG
0.146697,NEG
0.217626,NEG
-0.076343,NEG
0.026445,NEG
-0.075212,NEG
0.265264,NEG
0.10029,NEG
0.547135,NEG
-0.357345,NEG
0.227497,NEG
-0.040393,NEG
0.543748,NEG
0.257181,NEG
0.051884,NEG
0.268861,NEG
0.195807,NEG
0.290962,NEG
0.062127,NEG
0.29303,NEG
0.327351,NEG
0.296816,NEG
-0.076343,NEG
0.150122,NEG
-0.107223,NEG
0.198457,NEG
0.560806,NEG
-0.040393,NEG
0.468219,NEG
0.147301,NEG
0.231077,NEG
0.296369,NEG
0.080748,NEG
0.053676,NEG
0.213978,NEG
0.416925,NEG
0.302464,NEG
0.381197,NEG
0.11444,NEG
0.211284,NEG
0.199635,NEG
0.157666,NEG
0.381123,NEG
0.078258,NEG
0.490228,NEG
0.358186,NEG
0.288514,NEG
0.235819,NEG
0.177286,NEG
0.214653,NEG
0.125248,NEG
0.457664,NEG
0.339774,NEG
0.240686,NEG
0.198331,NEG
-0.114997,NEG
0.057297,NEG
0.004436,NEG
0.056081,NEG
0.408612,NEG
0.530252,NEG
0.243302,NEG
0.276882,NEG
0.128367,NEG
0.155424,NEG
-0.173785,NEG
-0.19587,NEG
0.48163,NEG
0.042088,NEG
0.019144,NEG
-0.140217,NEG
0.284229,NEG
0.431425,NEG
0.080748,NEG
0.154625,NEG
0.444717,NEG
0.245303,NEG
0.255966,NEG
-0.036767,NEG
0.143277,NEG
0.340097,NEG
0.434153,NEG
0.29303,NEG
0.186887,NEG
0.282003,NEG
0.391899,NEG
0.176655,NEG
0.166309,NEG
0.428235,NEG
0.19856,NEG
0.069092,NEG
0.035113,NEG
0.313399,NEG
-0.012703,NEG
0.636808,NEG
0.054102,NEG
-0.025123,NEG
0.043839,NEG
0.2987,NEG
-0.006882,NEG
0.031399,NEG
0.117382,NEG
0.10029,NEG
0.36499,NEG
0.019331,NEG
0.282622,NEG
0.162936,NEG
0.29227,NEG
0.214731,NEG
0.010411,NEG
0.414596,NEG
0.571637,NEG
0.320926,NEG
0.508507,NEG
-0.02621,NEG
0.313734,NEG
0.60647,NEG
0.037676,NEG
0.224775,NEG
0.17747,NEG
0.694289,NEG
0.309763,NEG
-0.013901,NEG
0.356219,NEG
-0.290128,NEG
0.229611,NEG
0.100181,NEG
0.226083,NEG
0.110453,NEG
-0.050907,NEG
0.253871,NEG
1,NEG
0.365223,NEG
0.03307,NEG
0.419492,NEG
0.518847,NEG
0.16158,NEG
0.183365,NEG
0.138558,NEG
0.23045,NEG
0.499022,NEG
0.080748,NEG
0.023579,NEG
-0.086907,NEG
0.28593,NEG
-0.016986,NEG
0.129793,NEG
0.175069,NEG
0.14555,NEG
0.280421,NEG
0.295539,NEG
0.553222,NEG
0.490592,NEG
0.305497,NEG
0.180438,NEG
0.380445,NEG
0.009577,NEG
0.767482,NEG
-0.102835,NEG
0.115727,NEG
0.101074,NEG
-0.011786,NEG
-0.019718,NEG
0.127538,NEG
0.546263,NEG
0.173146,NEG
0.07509,NEG
-0.183769,NEG
-0.006852,NEG
-0.08055,NEG
0.123923,NEG
0.423913,NEG
0.175849,NEG
0.26827,NEG
0.03266,NEG
0.377496,NEG
-0.001277,NEG
0.205275,NEG
0.344037,NEG
0.229966,NEG
0.0201,NEG
0.288993,NEG
0.204272,NEG
0.36431,NEG
0.303416,NEG
0.035088,NEG
0.051287,NEG
1,NEG
0.370624,NEG
-0.00468,NEG
0.526118,NEG
0.147301,NEG
0.16158,NEG
0.493038,NEG
0.015082,NEG
0.020833,NEG
0.452523,NEG
-0.061875,NEG
0.127317,NEG
0.076391,NEG
0.20977,NEG
0.081274,NEG
0.213837,NEG
0.296381,NEG
0.05126,NEG
0.308266,NEG
0.305497,NEG
0.175069,NEG
0.437397,NEG
-0.163939,NEG
0.412367,NEG
-0.075212,NEG
-0.033781,NEG
-0.108581,NEG
0.688583,NEG
0.259068,NEG
0.200164,NEG
0.130006,NEG
0.053033,NEG
0.124665,NEG
0.128631,NEG
-0.05591,NEG
0.39057,NEG
0.149964,NEG
-0.029409,NEG
0.127714,NEG
0.565335,NEG
0.487717,NEG
0.137206,NEG
0.46429,NEG
0.212188,NEG
0.662863,NEG
0.03915,NEG
-0.075212,NEG
0.139201,NEG
0.469671,NEG
0.167562,NEG
0.206681,NEG
0.059597,NEG
0.014685,NEG
-0.201005,NEG
0.076352,NEG
0.562507,NEG
0.549631,NEG
0.302914,NEG
0.493064,NEG
0.137206,NEG
0.550181,NEG
0.342677,NEG
0.29303,NEG
0.063487,NEG
0.521597,NEG
0.229611,NEG
0.124081,NEG
0.141599,NEG
0.178789,NEG
0.239454,NEG
0.215343,NEG
0.116851,NEG
-0.200201,NEG
-0.156307,NEG
0.568763,NEG
0.026445,NEG
0.447029,NEG
0.163991,NEG
0.334134,NEG
0.448302,NEG
0.178708,NEG
0.286208,NEG
0.193887,NEG
0.666206,NEG
0.256176,NEG
0.248102,NEG
0.300748,NEG
0.073114,NEG
0.390182,NEG
0.268069,NEG
0.169816,NEG
0.334824,NEG
0.227859,NEG
0.328468,NEG
0.382385,NEG
0.312917,NEG
0.117313,NEG
0.05898,NEG
0.568763,NEG
0.530252,NEG
0.149828,NEG
-0.290128,NEG
-0.133575,NEG
-0.116155,NEG
0.39334,NEG
0.241617,NEG
0.107359,NEG
0.044049,NEG
-0.066353,NEG
0.089785,NEG
0.169907,NEG
0.35929,NEG
0.112338,NEG
0.27335,NEG
0.407316,NEG
-0.139248,NEG
0.219855,NEG
-0.022693,NEG
0.619593,NEG
0.041272,NEG
0.355854,NEG
-0.092708,NEG
-0.000502,NEG
0.303138,NEG
0.226579,NEG
-0.076343,NEG
0.208336,NEG
-0.099834,NEG
-0.097215,NEG
0.339785,NEG
-0.171082,NEG
0.516162,NEG
0.260297,NEG
0.205618,NEG
0.204469,NEG
0.441771,NEG
0.610424,NEG
0.369111,NEG
0.371894,NEG
0.163239,NEG
0.290365,NEG
0.228888,NEG
0.416925,NEG
0.235457,NEG
0.32149,NEG
0.136102,NEG
0.465916,NEG
0.048785,NEG
0.06712,NEG
0.256698,NEG
0.357852,NEG
0.377625,NEG
0.487853,NEG
0.447029,NEG
0.546377,NEG
0.139201,NEG
0.234489,NEG
0.203982,NEG
0.140875,NEG
0.230388,NEG
0.755197,NEG
-0.077314,NEG
0.437441,NEG
0.311981,NEG
0.215918,NEG
0.619593,NEG
0.157326,NEG
0.610424,NEG
0.310711,NEG
0.274814,NEG
0.577449,NEG
0.168588,NEG
-0.046306,NEG
0.276969,NEG
0.447029,NEG
0.362183,NEG
0.400128,NEG
0.465357,NEG
0.124849,NEG
0.219638,NEG
-0.19346,NEG
0.195719,NEG
0.283044,NEG
0.530992,NEG
0.244461,NEG
0.219116,NEG
0.723525,NEG
0.063441,NEG
0.118724,NEG
0.547135,NEG
0.155351,NEG
0.01514,NEG
0.300601,NEG
0.121351,NEG
-0.02608,NEG
0.521597,NEG
0.156942,NEG
0.54573,NEG
0.289984,NEG
0.530493,NEG
0.193887,NEG
0.035342,NEG
0.081546,NEG
0.104695,NEG
0.060876,NEG
0.447029,NEG
-0.083371,NEG
0.169192,NEG
0.137206,NEG
-0.039975,NEG
0.322895,NEG
0.264158,NEG
0.229439,NEG
-0.090216,NEG
0.06275,NEG
0.242561,NEG
0.419492,NEG
0.070885,NEG
0.519279,NEG
0.056278,NEG
0.061737,NEG
0.564857,NEG
0.106242,NEG
-0.135829,NEG
0.006321,NEG
0.106118,NEG
0.17031,NEG
0.452523,NEG
0.408081,NEG
0.116881,NEG
0.161881,NEG
-0.440835,NEG
0.176648,NEG
0.081798,NEG
0.149964,NEG
0.661336,NEG
0.115901,NEG
-0.157413,NEG
0.355518,NEG
0.157081,NEG
0.393976,NEG
0.357897,NEG
0.48331,NEG
0.108408,NEG
-0.074164,NEG
0.369593,NEG
0.134831,NEG
0.259575,NEG
0.336487,NEG
-0.058055,NEG
-0.083122,NEG
0.216505,NEG
-0.110591,NEG
0.106927,NEG
-0.163939,NEG
0.03421,NEG
0.102247,NEG
0.233161,NEG
0.13553,NEG
0.134674,NEG
0.037046,NEG
0.155782,NEG
-0.03844,NEG
0.19534,NEG
-0.19346,NEG
0.054905,NEG
-0.201005,NEG
0.559706,NEG
0.43477,NEG
0.270015,NEG
0.447029,NEG
0.176648,NEG
0.177006,NEG
0.442318,NEG
0.275098,NEG
0.246768,NEG
0.171115,NEG
0.382684,NEG
0.347747,NEG
0.41122,NEG
0.45572,NEG
0.043049,NEG
0.133161,NEG
0.190956,NEG
-0.095985,NEG
0.245451,NEG
0.325408,NEG
0.120628,NEG
0.157122,NEG
0.377816,NEG
0.268861,NEG
0.610424,NEG
0.217626,NEG
0.070415,NEG
0.25337,NEG
0.19534,NEG
0.426361,NEG
0.058631,NEG
0.532909,NEG
0.075006,NEG
0.050885,NEG
0.270015,NEG
0.253875,NEG
0.290745,NEG
0.530493,NEG
0.447029,NEG
0.124178,NEG
0.098632,NEG
0.547135,NEG
0.321915,NEG
0.259575,NEG
0.222071,NEG
0.104857,NEG
-0.006475,NEG
-0.059591,NEG
0.165258,NEG
0.103711,NEG
-0.095405,NEG
0.233493,NEG
0.146432,NEG
-0.140822,NEG
0.080007,NEG
0.147875,NEG
0.377861,NEG
0.374622,NEG
-0.114614,NEG
-0.114075,NEG
0.139813,NEG
0.347379,NEG
0.412423,NEG
0.187711,NEG
0.314911,NEG
-0.090931,NEG
0.180438,NEG
0.199423,NEG
0.674946,NEG
0.18746,NEG
0.048058,NEG
-0.022653,NEG
0.213312,NEG
0.198122,NEG
0.46182,NEG
0.406974,NEG
0.186709,NEG
0.086111,NEG
-0.216942,NEG
-0.194279,NEG
0.547135,NEG
-0.076343,NEG
0.138351,NEG
0.39143,NEG
0.54573,NEG
0.08838,NEG
0.340438,NEG
0.25447,NEG
0.29303,NEG
0.313971,NEG
-0.130025,NEG
0.229611,NEG
0.304807,NEG
-0.028231,NEG
0.157619,NEG
0.283282,NEG
0.3568,NEG
0.347747,NEG
-0.033445,NEG
0.547135,NEG
0.192288,NEG
0.499022,NEG
0.052256,NEG
0.637976,NEG
0.322742,NEG
0.309141,NEG
0.434398,NEG
0.137206,NEG
0.304025,NEG
0.111663,NEG
0.401516,NEG
0.177828,NEG
0.487717,NEG
0.283044,NEG
0.260403,NEG
0.048377,NEG
0.078884,NEG
0.193887,NEG
0.038377,NEG
-0.094004,NEG
0.153037,NEG
0.329947,NEG
0.025473,NEG
0.139826,NEG
-0.045968,NEG
0.212701,NEG
0.201748,NEG
0.192468,NEG
0.593679,NEG
0.393976,NEG
0.145764,NEG
0.404784,NEG
0.265157,NEG
0.305499,NEG
0.497239,NEG
0.175069,NEG
-0.004457,NEG
0.294881,NEG
0.547599,NEG
0.138265,NEG
0.519829,NEG
0.212877,NEG
0.050287,NEG
0.12542,NEG
-0.067472,NEG
-0.06686,NEG
-0.11164,NEG
0.200164,NEG
0.483711,NEG
0.226367,NEG
0.413961,NEG
0.176497,NEG
0.227915,NEG
0.160461,NEG
0.214677,NEG
-0.19346,NEG
0.029303,NEG
0.110394,NEG
0.133499,NEG
0.189787,NEG
-0.11164,NEG
0.249581,NEG
0.377835,NEG
0.30677,NEG
0.26507,NEG
0.357897,NEG
0.457664,NEG
0.012637,NEG
0.116563,NEG
-0.069472,NEG
0.16471,NEG
0.173146,NEG
-0.104962,NEG
0.193887,NEG
0.061637,NEG
0.506923,NEG
0.319782,NEG
0.035062,NEG
0.568763,NEG
0.161269,NEG
-0.301719,NEG
0.101528,NEG
0.432694,NEG
0.207271,NEG
0.049832,NEG
0.298121,NEG
0.152177,NEG
0.235245,NEG
0.13568,NEG
0.191233,NEG
0.021432,NEG
-0.110471,NEG
0.568763,NEG
0.146278,NEG
-0.025296,NEG
0.024974,NEG
0.253038,NEG
0.086111,NEG
0.174943,NEG
0.408612,NEG
0.393976,NEG
0.436196,NEG
0.121351,NEG
0.085652,NEG
0.442382,NEG
-0.037728,NEG
0.175069,NEG
0.138175,NEG
-0.223146,NEG
0.305497,NEG
-0.09558,NEG
0.158497,NEG
-0.113336,NEG
0.269851,NEG
-0.012144,NEG
0.313928,NEG
-0.26235,NEG
0.361136,NEG
0.163775,NEG
-0.001259,NEG
0.457664,NEG
0.180438,NEG
-0.077812,NEG
0.108166,NEG
0.056294,NEG
0.50345,NEG
0.447029,NEG
0.32149,NEG
0.045356,NEG
-0.041066,NEG
0.708281,NEG
0.325408,NEG
0.32149,NEG
-0.067321,NEG
0.286524,NEG
0.471002,NEG
0.27458,NEG
0.156867,NEG
0.089384,NEG
0.547135,NEG
0.257666,NEG
0.358632,NEG
0.30677,NEG
0.322811,NEG
0.607902,NEG
0.126227,NEG
0.530252,NEG
0.303416,NEG
0.289691,NEG
0.102247,NEG
0.135263,NEG
0.491334,NEG
0.283044,NEG
0.12579,NEG
-0.136165,NEG
0.021339,NEG
0.388587,NEG
0.32781,NEG
0.447029,NEG
0.155339,NEG
0.333458,NEG
0.155424,NEG
0.302464,NEG
0.346132,NEG
0.397886,NEG
-0.118121,NEG
0.106156,NEG
0.354798,NEG
0.560768,NEG
0.441771,NEG
0.048058,NEG
0.212311,NEG
0.101304,NEG
0.280405,NEG
0.459704,NEG
1,NEG
0.39478,NEG
0.139978,NEG
0.372117,NEG
0.112338,NEG
0.48331,NEG
-0.015849,NEG
0.587462,NEG
0.256807,NEG
0.313928,NEG
-0.011759,NEG
0.300718,NEG
0.006321,NEG
-0.085146,NEG
0.172372,NEG
0.010234,NEG
0.427844,NEG
0.223027,NEG
-0.239722,NEG
0.336404,NEG
-0.19346,NEG
0.150942,NEG
0.30677,NEG
0.021941,NEG
0.151928,NEG
0.054577,NEG
0.259833,NEG
0.313928,NEG
-0.157635,NEG
0.254605,NEG
0.346955,NEG
0.453794,NEG
-0.035213,NEG
0.461393,NEG
0.286805,NEG
0.369117,NEG
0.212188,NEG
0.134422,NEG
0.091421,NEG
-0.035339,NEG
0.234906,NEG
0.171115,NEG
0.532909,NEG
-0.126716,NEG
0.180295,NEG
-0.09594,NEG
0.019134,NEG
0.01081,NEG
0.073615,NEG
0.114204,NEG
0.56324,NEG
0.438148,NEG
0.437272,NEG
0.336981,NEG
0.185109,NEG
0.277145,NEG
0.262687,NEG
0.568763,NEG
0.374652,NEG
0.463607,NEG
0.32149,NEG
0.15665,NEG
0.290138,NEG
0.243877,NEG
0.207434,NEG
0.111663,NEG
0.116505,NEG
0.35304,NEG
0.242905,NEG
0.174943,NEG
0.433225,NEG
0.044288,NEG
0.064624,NEG
0.296835,NEG
0.126227,NEG
0.478516,NEG
0.129887,NEG
0.230896,NEG
-0.151693,NEG
-0.006475,NEG
-0.076597,NEG
0.397581,NEG
0.138351,NEG
0.296718,NEG
0.127381,NEG
1,NEG
0.354197,NEG
0.711367,NEG
0.149964,NEG
-0.014315,NEG
0.39143,NEG
0.39842,NEG
0.385222,NEG
-0.029364,NEG
0.378977,NEG
0.086111,NEG
-0.035395,NEG
-0.006946,NEG
0.067348,NEG
0.320926,NEG
-0.004457,NEG
-0.008771,NEG
-0.098332,NEG
0.356219,NEG
0.400864,NEG
0.217083,NEG
0.013906,NEG
0.015445,NEG
0.319782,NEG
0.439191,NEG
0.031273,NEG
0.231077,NEG
0.084852,NEG
0.157666,NEG
-0.183769,NEG
0.500109,NEG
0.287668,NEG
0.357971,NEG
0.688583,NEG
0.021262,NEG
0.009913,NEG
0.688583,NEG
0.164142,NEG
0.244904,NEG
0.436583,NEG
0.201748,NEG
0.091948,NEG
0.521597,NEG
0.210125,NEG
0.082264,NEG
0.176648,NEG
0.374849,NEG
0.342925,NEG
-0.200269,NEG
0.196266,NEG
0.001535,NEG
0.223268,NEG
0.32273,NEG
0.463743,NEG
0.33064,NEG
0.334826,NEG
0.688583,NEG
0.54573,NEG
0.290697,NEG
0.149115,NEG
0.021177,NEG
0.456453,NEG
0.300748,NEG
0.180386,NEG
0.666206,NEG
0.499348,NEG
0.071844,NEG
0.025473,NEG
-0.067321,NEG
-0.156838,NEG
0.270015,NEG
-0.050829,NEG
0.086111,NEG
0.148758,NEG
0.296718,NEG
-0.148516,NEG
0.153827,NEG
0.657956,NEG
0.175238,NEG
-0.024676,NEG
-0.035131,NEG
0.126227,NEG
-0.09558,NEG
0.149607,NEG
-0.19346,NEG
-0.017676,NEG
0.477742,NEG
0.22467,NEG
0.27682,NEG
0.256536,NEG
0.148098,NEG
0.120664,NEG
0.11444,NEG
0.084852,NEG
0.094268,NEG
0.229567,NEG
0.151756,NEG
0.169247,NEG
0.576622,NEG
-0.001277,NEG
0.351018,NEG
0.412423,NEG
0.142883,NEG
0.178123,NEG
-0.023268,NEG
0.201748,NEG
0.483711,NEG
0.22168,NEG
-0.028147,NEG
0.09725,NEG
0.396644,NEG
0.27682,NEG
-0.123281,NEG
0.573071,NEG
0.194003,NEG
0.123794,NEG
0.362183,NEG
0.09951,NEG
0.110441,NEG
1,NEG
0.499041,NEG
-0.03604,NEG
-0.077865,NEG
0.305497,NEG
0.546263,NEG
0.126227,NEG
0.193887,NEG
0.582996,NEG
0.197349,NEG
0.503109,NEG
0.218938,NEG
-0.006497,NEG
0.137206,NEG
0.135263,NEG
0.080748,NEG
0.006509,NEG
0.234988,NEG
0.385131,NEG
-0.094859,NEG
0.313928,NEG
0.071208,NEG
-0.076343,NEG
0.232904,NEG
0.731801,NEG
0.309141,NEG
0.11033,NEG
0.220043,NEG
0.265563,NEG
0.466713,NEG
0.437397,NEG
0.124667,NEG
0.227922,NEG
0.175775,NEG
0.124667,NEG
-0.062096,NEG
0.657956,NEG
0.399677,NEG
0.370518,NEG
0.256176,NEG
0.048058,NEG
-0.01922,NEG
0.0811,NEG
0.090694,NEG
0.115436,NEG
0.220841,NEG
-0.11164,NEG
0.204448,NEG
0.403493,NEG
0.194713,NEG
-0.036767,NEG
-0.26235,NEG
0.182718,NEG
0.414553,NEG
-0.094236,NEG
0.140718,NEG
0.060055,NEG
0.311938,NEG
-0.072493,NEG
0.473969,NEG
0.386994,NEG
0.030306,NEG
-0.073349,NEG
0.310711,NEG
0.354188,NEG
0.195807,NEG
0.048377,NEG
0.212701,NEG
-0.067831,NEG
0.257882,NEG
0.281129,NEG
0.171115,NEG
0.276969,NEG
-0.076343,NEG
0.048058,NEG
0.010297,NEG
0.470693,NEG
0.078209,NEG
0.591958,NEG
0.54573,NEG
0.610496,NEG
0.151577,NEG
0.302557,NEG
0.048058,NEG
0.033639,NEG
-0.19346,NEG
-0.003096,NEG
0.517105,NEG
0.245693,NEG
0.398857,NEG
0.296677,NEG
0.181556,NEG
0.056988,NEG
-0.021684,NEG
0.26507,NEG
0.227915,NEG
0.068961,NEG
0.105269,NEG
0.375662,NEG
0.447959,NEG
-0.124608,NEG
0.204527,NEG
0.400103,NEG
0.50814,NEG
0.217513,NEG
0.174943,NEG
0.260403,NEG
0.280405,NEG
0.209106,NEG
0.305497,NEG
0.314606,NEG
0.36289,NEG
0.379377,NEG
0.240508,NEG
0.227414,NEG
0.516162,NEG
0.038521,NEG
0.13162,NEG
0.386926,NEG
0.366779,NEG
0.366659,NEG
0.11392,NEG
-0.045633,NEG
0.002738,NEG
0.4616,NEG
-0.071842,NEG
0.052733,NEG
-0.067472,NEG
0.108059,NEG
-0.1316,NEG
0.137206,NEG
0.103513,NEG
0.553631,NEG
0.123923,NEG
-0.077314,NEG
0.036914,NEG
0.06602,NEG
0.058631,NEG
-0.342114,NEG
0.21536,NEG
0.112338,NEG
0.627726,NEG
0.007355,NEG
0.082451,NEG
0.225549,NEG
0.401546,NEG
0.222032,NEG
0.072271,NEG
-0.011622,NEG
0.140192,NEG
0.246749,NEG
0.106927,NEG
0.147787,NEG
0.530493,NEG
0.373077,NEG
0.471002,NEG
0.062184,NEG
0.419492,NEG
0.249581,NEG
0.269705,NEG
0.397581,NEG
-0.022165,NEG
0.116851,NEG
0.093617,NEG
0.189693,NEG
0.435432,NEG
0.234131,NEG
0.149426,NEG
0.253871,NEG
0.119848,NEG
-0.033445,NEG
0.174219,NEG
0.511292,NEG
-0.115558,NEG
0.295736,NEG
0.134357,NEG
0.240469,NEG
0.390791,NEG
0.547135,NEG
0.008492,NEG
0.233985,NEG
0.381197,NEG
0.073403,NEG
0.463984,NEG
-0.003759,NEG
0.404784,NEG
0.138049,NEG
0.26827,NEG
-0.114614,NEG
0.577902,NEG
0.519829,NEG
0.495559,NEG
0.135858,NEG
-0.033445,NEG
0.270015,NEG
0.423137,NEG
0.491199,NEG
0.436196,NEG
0.459012,NEG
0.351466,NEG
0.390549,NEG
0.519279,NEG
0.321578,NEG
0.156243,NEG
0.354798,NEG
0.241139,NEG
0.149964,NEG
0.03175,NEG
-0.19346,NEG
0.15812,NEG
0.351466,NEG
0.286065,NEG
0.395316,NEG
0.199304,NEG
0.333458,NEG
0.180295,NEG
0.688583,NEG
0.383668,NEG
0.340583,NEG
0.25273,NEG
0.41122,NEG
0.519279,NEG
0.217626,NEG
-0.088376,NEG
0.577102,NEG
0.30677,NEG
0.404784,NEG
0.083855,NEG
0.558039,NEG
-0.02621,NEG
0.166929,NEG
0.088546,NEG
0.200749,NEG
-0.068864,NEG
-0.136165,NEG
0.501424,NEG
0.05126,NEG
-0.141621,NEG
0.133516,NEG
0.080748,NEG
0.414895,NEG
0.069922,NEG
0.298939,NEG
1,NEG
0.085542,NEG
-0.050887,NEG
0.142991,NEG
0.118811,NEG
0.00878,NEG
0.133453,NEG
0.457664,NEG
0.143995,NEG
0.335071,NEG
0.23045,NEG
0.220105,NEG
0.157666,NEG
0.445799,NEG
0.107359,NEG
0.454143,NEG
0.196242,NEG
0.373449,NEG
0.045501,NEG
0.29194,NEG
0.683962,NEG
-0.065762,NEG
0.104637,NEG
0.098009,NEG
0.32866,NEG
0.202038,NEG
0.165929,NEG
0.309553,NEG
0.191429,NEG
0.091104,NEG
0.483846,NEG
0.485982,NEG
0.492695,NEG
0.221173,NEG
0.080748,NEG
0.003355,NEG
0.507374,NEG
0.517105,NEG
0.174943,NEG
0.056278,NEG
0.426299,NEG
0.387647,NEG
0.161269,NEG
0.279195,NEG
0.197349,NEG
0.457664,NEG
0.25967,NEG
-0.114614,NEG
0.296948,NEG
0.490325,NEG
0.276969,NEG
0.249816,NEG
0.13633,NEG
0.182289,NEG
0.293202,NEG
0.155265,NEG
0.155351,NEG
0.445203,NEG
0.579007,NEG
0.174943,NEG
0.152534,NEG
0.519279,NEG
0.169717,NEG
0.171594,NEG
0.313928,NEG
0.252339,NEG
0.177341,NEG
0.097007,NEG
0.28311,NEG
-0.073349,NEG
0.09945,NEG
0.017677,NEG
0.030306,NEG
0.26827,NEG
0.322895,NEG
0.073017,NEG
0.154763,NEG
0.026649,NEG
0.193887,NEG
0.034871,NEG
0.245315,NEG
0.020668,NEG
0.273206,NEG
0.767482,NEG
-0.091664,NEG
0.377187,NEG
0.001703,NEG
0.228601,NEG
0.052352,NEG
0.424179,NEG
0.434779,NEG
0.022664,NEG
0.231257,NEG
0.082311,NEG
-0.043287,NEG
0.080361,NEG
